Pixel_X,Pixel_Y,Latitude,Longitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,Red_NIR_Ratio,SWIR_Ratio,Visible_SWIR_Ratio,Red_SWIR_Index,Mn_Score,Mn_Class
19,12,22.0112,80.2119,0.057678,0.243676,0.239134,0.176179,0.031305,0.323951,0.430162,0.176862,0.339966,0.060387,0.164608,0.220037,0.156988,0.996138,1.401622,1.101552,-0.110693,13.597949,LOW
20,12,22.0112,80.212,0.220378,0.084184,0.125838,0.110036,0.358107,0.272104,0.25305,0.352536,0.162943,0.22262,0.157438,0.400902,0.440288,0.312126,0.910545,0.280405,-0.569279,4.080699,LOW
21,12,22.0112,80.2121,0.081295,0.184587,0.088373,0.337986,0.154805,0.338679,0.157887,0.310992,0.301582,0.164496,0.036341,0.258876,0.036258,1.0868,7.139924,1.444631,0.132543,42.783668,MEDIUM
22,12,22.0112,80.2122,0.225627,0.150584,0.085317,0.237644,0.133539,0.166732,0.260335,0.191882,0.036921,0.20129,0.108014,0.040059,0.348562,1.238494,0.114926,0.831044,0.711499,10.423331,LOW
23,12,22.0112,80.2123,0.0904,0.251365,0.098218,0.253402,0.321877,0.297294,0.117139,0.1363,0.052474,0.0644,0.030961,0.219509,0.197617,1.859145,1.110781,0.842958,0.071669,16.044281,LOW
24,12,22.0112,80.2124,0.033169,0.247438,0.201126,0.226722,0.303503,0.026434,0.057092,0.313622,0.058476,0.282136,0.166257,0.264604,0.190272,0.722915,1.390663,0.940579,-0.077103,11.865984,LOW
25,12,22.0112,80.2125,0.086699,0.038553,0.205919,0.075914,0.060162,0.225735,0.317465,0.323694,0.340401,0.293467,0.094664,0.137096,0.413702,0.234524,0.331387,0.511682,-0.287224,2.604771,LOW
26,12,22.0112,80.2126,0.10847,0.243375,0.250407,0.246811,0.249161,0.156483,0.08054,0.514199,0.281221,0.203372,0.175386,0.21981,0.286649,0.479991,0.766825,0.981752,0.057865,8.349834,LOW
27,12,22.0112,80.2127,0.043846,0.061827,0.151928,0.087589,0.277084,0.426112,0.111522,0.13966,0.104942,0.123123,0.065443,0.113462,0.054857,0.62716,2.068318,1.422997,-0.128686,15.944219,LOW
28,12,22.0112,80.2128,0.118845,0.204619,0.064703,0.065412,0.367269,0.36018,0.42498,0.216233,0.426246,0.220583,0.049309,0.309318,0.481727,0.302507,0.642103,0.164485,-0.650884,2.15803,LOW
29,12,22.0112,80.2129,0.203527,0.038631,0.224864,0.166325,0.231141,0.445525,0.032971,0.332798,0.362725,0.112436,0.168185,0.120407,0.352401,0.499778,0.341676,0.827372,0.160142,6.284742,LOW
30,12,22.0112,80.213,0.115179,0.042553,0.056706,0.188904,0.145766,0.200997,0.343214,0.316153,0.122931,0.204144,0.023032,0.160679,0.297672,0.59751,0.539785,0.535856,0.08074,6.51261,LOW
31,12,22.0112,80.2131,0.133559,0.282431,0.331537,0.198957,0.157416,0.142632,0.119918,0.226435,0.152772,0.138338,0.064016,0.113374,0.170543,0.878649,0.664782,1.868486,0.274015,13.191745,LOW
32,12,22.0112,80.2132,0.249718,0.260854,0.270846,0.329387,0.140422,0.284254,0.274875,0.501079,0.419701,0.199386,0.104776,0.416453,0.424758,0.657356,0.980449,0.713534,-0.116736,8.799251,LOW
33,12,22.0112,80.2133,0.069523,0.147756,0.20912,0.135269,0.053091,0.293715,0.124384,0.058039,0.104509,0.273136,0.010591,0.078045,0.363956,2.330638,0.214435,0.779158,0.268261,14.466125,LOW
34,12,22.0112,80.2134,0.1451,0.078372,0.056457,0.258789,0.132287,0.140525,0.230601,0.201411,0.046028,0.09188,0.147325,0.460056,0.361929,1.284879,1.271121,0.383517,-0.279987,11.564688,LOW
35,12,22.0112,80.2135,0.247184,0.082824,0.175315,0.123401,0.11715,0.259902,0.252243,0.388225,0.172947,0.168514,0.131974,0.188083,0.263584,0.31786,0.713559,0.661364,-0.207656,5.506254,LOW
36,12,22.0112,80.2136,0.134017,0.101324,0.070607,0.279362,0.304279,0.060604,0.389916,0.151969,0.086608,0.107617,0.190253,0.194715,0.295772,1.838279,0.658329,0.713515,0.178552,13.752729,LOW
37,12,22.0112,80.2137,0.156026,0.118323,0.343359,0.23079,0.347901,0.422477,0.066338,0.50982,0.332791,0.272488,0.018786,0.425849,0.234583,0.452689,1.815343,0.869353,-0.297058,11.67985,LOW
38,12,22.0112,80.2138,0.145742,0.039191,0.157518,0.164696,0.361006,0.053998,0.327501,0.161389,0.179052,0.28579,0.114974,0.336646,0.25181,1.020492,1.336904,0.547558,-0.34298,10.948872,LOW
39,12,22.0112,80.2139,0.046512,0.111113,0.236874,0.155005,0.142817,0.425101,0.289496,0.058993,0.31151,0.111072,0.174657,0.075958,0.466585,2.627507,0.162795,0.722301,0.342252,15.67043,LOW
0,13,22.0113,80.21,0.184711,0.033728,0.058119,0.169918,0.186884,0.251097,0.313334,0.135446,0.391516,0.224921,0.121177,0.085597,0.453996,1.254507,0.188541,0.422608,0.330004,8.372804,LOW
1,13,22.0113,80.2101,0.229777,0.03539,0.161418,0.205876,0.09357,0.320303,0.423725,0.429068,0.182156,0.087485,0.117139,0.025107,0.149922,0.479821,0.167464,2.098479,0.78261,11.297183,LOW
2,13,22.0113,80.2102,0.233113,0.262935,0.074055,0.293672,0.399112,0.277206,0.337883,0.525667,0.464372,0.160703,0.091636,0.365397,0.432671,0.558665,0.844515,0.460772,-0.108828,6.932343,LOW
3,13,22.0113,80.2103,0.154934,0.210316,0.210219,0.093422,0.280565,0.079887,0.246088,0.54082,0.491226,0.206153,0.121539,0.211711,0.448765,0.172742,0.471763,0.45973,-0.387664,2.496844,LOW
4,13,22.0113,80.2104,0.101078,0.23331,0.343963,0.122734,0.342378,0.31661,0.042573,0.447138,0.303012,0.222525,0.051531,0.381681,0.439041,0.274488,0.869352,0.568642,-0.513362,4.78739,LOW
5,13,22.0113,80.2105,0.175367,0.210781,0.163999,0.261415,0.372094,0.286545,0.225571,0.314167,0.265074,0.282598,0.163705,0.32261,0.130726,0.83209,2.467837,0.93841,-0.104781,17.339384,LOW
6,13,22.0113,80.2106,0.237262,0.108203,0.253818,0.149573,0.196032,0.122253,0.42951,0.226445,0.067259,0.160778,0.162071,0.136511,0.461798,0.660527,0.295607,0.674219,0.045658,5.985627,LOW
7,13,22.0113,80.2107,0.244971,0.20638,0.049293,0.231088,0.223719,0.350215,0.366498,0.128509,0.337367,0.143533,0.179459,0.219156,0.058459,1.798225,3.748877,1.009963,0.026502,28.518452,LOW
8,13,22.0113,80.2108,0.08508,0.266625,0.102518,0.344797,0.182687,0.437658,0.204041,0.262208,0.499452,0.201788,0.18322,0.450247,0.247237,1.314972,1.821113,0.641326,-0.132634,15.5541,LOW
9,13,22.0113,80.2109,0.235208,0.279471,0.061392,0.190748,0.374828,0.208205,0.28427,0.281027,0.28725,0.140846,0.055117,0.142211,0.335689,0.678753,0.423639,0.527601,0.145776,6.52646,LOW
10,13,22.0113,80.211,0.187966,0.135038,0.079209,0.302142,0.281462,0.366424,0.368172,0.061119,0.148788,0.280954,0.14099,0.21278,0.130412,4.943505,1.631591,1.111189,0.173545,34.118817,MEDIUM
11,13,22.0113,80.2111,0.220523,0.266946,0.073813,0.026979,0.071585,0.100596,0.369658,0.157036,0.1024,0.245742,0.053367,0.157902,0.377743,0.171799,0.418015,0.188168,-0.70815,0.38815,LOW
12,13,22.0113,80.2112,0.058521,0.228518,0.232959,0.235203,0.255134,0.171257,0.104397,0.530614,0.304393,0.14948,0.084338,0.447421,0.170383,0.443266,2.625965,0.757785,-0.310885,15.047098,LOW
13,13,22.0113,80.2113,0.244537,0.079993,0.172809,0.234934,0.057493,0.412539,0.089712,0.209733,0.031609,0.186696,0.144716,0.041699,0.023861,1.12016,1.747587,6.219467,0.698528,34.344789,MEDIUM
14,13,22.0113,80.2114,0.193309,0.177732,0.210755,0.19684,0.119187,0.163861,0.290654,0.085861,0.105057,0.070347,0.074076,0.104551,0.325087,2.292525,0.321611,0.948693,0.306208,15.439246,LOW
15,13,22.0113,80.2115,0.058299,0.098881,0.221967,0.046898,0.345515,0.2772,0.423837,0.059874,0.099412,0.191064,0.123229,0.173087,0.020719,0.783282,8.353894,1.387288,-0.573623,44.667394,MEDIUM
16,13,22.0113,80.2116,0.144228,0.078386,0.130589,0.101887,0.271071,0.0635,0.048678,0.374708,0.460458,0.279819,0.126891,0.280003,0.331417,0.271911,0.844866,0.380223,-0.466405,4.217878,LOW
17,13,22.0113,80.2117,0.045653,0.159289,0.301255,0.216901,0.355906,0.407583,0.2529,0.107968,0.365953,0.235854,0.057807,0.357844,0.114932,2.00894,3.113529,1.095986,-0.245228,25.944991,LOW
18,13,22.0113,80.2118,0.186655,0.195694,0.191665,0.031406,0.062411,0.271416,0.427308,0.312688,0.394674,0.179865,0.06791,0.029114,0.482251,0.100437,0.06037,0.436226,0.037872,1.484815,LOW
19,13,22.0113,80.2119,0.156892,0.027186,0.308573,0.189683,0.373991,0.094535,0.228923,0.543371,0.265664,0.283873,0.069611,0.05192,0.361978,0.349086,0.143435,1.203814,0.570202,7.107788,LOW
20,13,22.0113,80.212,0.153006,0.106849,0.281155,0.203166,0.182368,0.290525,0.088931,0.432081,0.363731,0.195025,0.051324,0.242164,0.331217,0.470204,0.731134,0.844676,-0.087571,7.252669,LOW
21,13,22.0113,80.2121,0.214863,0.128268,0.251778,0.346194,0.136118,0.435112,0.201456,0.410625,0.265441,0.244505,0.119027,0.115707,0.028681,0.84309,4.034338,4.141428,0.498995,36.650143,MEDIUM
22,13,22.0113,80.2122,0.197038,0.083834,0.187109,0.340686,0.394886,0.121422,0.054999,0.539925,0.218216,0.279314,0.048569,0.340704,0.206077,0.630987,1.653289,0.965277,-0.000027,12.985325,LOW
23,13,22.0113,80.2123,0.041095,0.220781,0.294947,0.212216,0.058973,0.125618,0.379211,0.136919,0.097624,0.078872,0.192668,0.201047,0.19193,1.54994,1.047497,1.290567,0.027028,15.557013,LOW
24,13,22.0113,80.2124,0.195292,0.083084,0.245365,0.320257,0.034188,0.060484,0.217147,0.189937,0.316276,0.231275,0.089337,0.429531,0.48729,1.686116,0.88147,0.616938,-0.145741,12.769207,LOW
25,13,22.0113,80.2125,0.144537,0.185291,0.266273,0.222963,0.105981,0.145231,0.309051,0.400744,0.251177,0.189146,0.09904,0.141795,0.459492,0.556372,0.308591,0.813649,0.222525,6.547273,LOW
26,13,22.0113,80.2126,0.06342,0.251829,0.04051,0.207957,0.330932,0.335544,0.122964,0.481003,0.260816,0.270722,0.172234,0.266318,0.087334,0.432341,3.049416,0.702575,-0.123053,17.397685,LOW
27,13,22.0113,80.2127,0.099851,0.279741,0.151183,0.147861,0.263589,0.352867,0.339099,0.339724,0.456287,0.265817,0.095201,0.302104,0.309195,0.435239,0.977067,0.489195,-0.342789,6.332193,LOW
28,13,22.0113,80.2128,0.137115,0.069201,0.236745,0.275442,0.350885,0.106368,0.1719,0.217787,0.460967,0.270412,0.04435,0.479959,0.482038,1.264732,0.995687,0.532422,-0.270739,10.672456,LOW
29,13,22.0113,80.2129,0.217535,0.083621,0.04341,0.073137,0.290459,0.424241,0.318618,0.261154,0.219579,0.020962,0.037066,0.225831,0.177748,0.280052,1.270511,0.288783,-0.510737,5.828627,LOW
30,13,22.0113,80.213,0.222838,0.096219,0.187215,0.081136,0.387462,0.223668,0.191239,0.384177,0.205428,0.066013,0.132992,0.354532,0.451118,0.211194,0.785896,0.333086,-0.627533,3.004757,LOW
31,13,22.0113,80.2131,0.043483,0.115561,0.198169,0.235252,0.359741,0.428064,0.396793,0.521698,0.255766,0.232585,0.088307,0.434974,0.025819,0.450935,16.846903,0.940596,-0.297992,82.425021,HIGH
32,13,22.0113,80.2132,0.121696,0.098789,0.105734,0.265868,0.216728,0.43044,0.324466,0.085537,0.201744,0.044017,0.170284,0.0941,0.132105,3.108218,0.71231,1.642761,0.477175,23.806107,LOW
33,13,22.0113,80.2133,0.214012,0.217005,0.116413,0.048024,0.3253,0.177648,0.058647,0.528713,0.235746,0.251558,0.016375,0.282307,0.261703,0.090832,1.078732,0.302268,-0.709237,3.462068,LOW
34,13,22.0113,80.2134,0.158544,0.152063,0.260422,0.347515,0.330136,0.275815,0.347195,0.087991,0.085957,0.024908,0.047024,0.36035,0.039744,3.949436,9.066824,1.519484,-0.018133,65.020695,HIGH
35,13,22.0113,80.2135,0.216687,0.034207,0.046798,0.281794,0.068175,0.074443,0.14592,0.120396,0.037094,0.155464,0.167834,0.469215,0.024887,2.340569,18.854137,0.66503,-0.249558,100,HIGH
36,13,22.0113,80.2136,0.15737,0.076537,0.023435,0.091741,0.288041,0.426727,0.106064,0.263085,0.342907,0.245968,0.125909,0.326127,0.453811,0.348713,0.71864,0.147673,-0.560909,2.96286,LOW
37,13,22.0113,80.2137,0.071298,0.089865,0.327377,0.271949,0.199872,0.398591,0.266506,0.106626,0.261341,0.265286,0.148928,0.347228,0.307199,2.550507,1.130305,0.915803,-0.121579,19.00337,LOW
38,13,22.0113,80.2138,0.135656,0.236202,0.254917,0.072181,0.061944,0.121713,0.208894,0.318034,0.239975,0.130712,0.075561,0.316271,0.055477,0.226961,5.700891,0.879891,-0.628365,27.849586,LOW
39,13,22.0113,80.2139,0.138486,0.056706,0.203681,0.277928,0.183537,0.39464,0.185562,0.250087,0.321508,0.29579,0.048977,0.054456,0.093688,1.111325,0.581248,3.250968,0.672332,19.462332,LOW
0,14,22.0114,80.21,0.225638,0.046482,0.274857,0.116835,0.026852,0.155239,0.024775,0.172307,0.098927,0.187947,0.103345,0.073745,0.185242,0.678061,0.398104,1.5124,0.226096,9.735338,LOW
1,14,22.0114,80.2101,0.101823,0.197779,0.108001,0.085504,0.196638,0.331903,0.370803,0.478094,0.442813,0.280771,0.011775,0.377654,0.139284,0.178843,2.711408,0.374329,-0.630779,12.007013,LOW
2,14,22.0114,80.2102,0.074048,0.04382,0.245879,0.143249,0.022649,0.302532,0.082931,0.233609,0.063299,0.124545,0.196782,0.238915,0.107597,0.613199,2.220458,1.122984,-0.250329,15.273564,LOW
3,14,22.0114,80.2103,0.192237,0.216784,0.216737,0.212456,0.327468,0.123528,0.04731,0.443232,0.322885,0.131703,0.032379,0.47131,0.103614,0.479334,4.548694,0.746521,-0.378571,23.9915,LOW
4,14,22.0114,80.2104,0.116504,0.070066,0.118787,0.213744,0.095472,0.27729,0.223581,0.161247,0.098929,0.103959,0.177771,0.28448,0.280626,1.325565,1.013734,0.58844,-0.141977,11.620629,LOW
5,14,22.0114,80.2105,0.131401,0.197059,0.116055,0.136083,0.111733,0.369407,0.055627,0.42573,0.442071,0.213168,0.037341,0.076948,0.148329,0.319646,0.518764,1.119237,0.277591,7.550887,LOW
6,14,22.0114,80.2106,0.244615,0.11747,0.180244,0.264491,0.35737,0.428374,0.312933,0.060098,0.487042,0.045041,0.054479,0.02511,0.300073,4.40102,0.083679,1.367646,0.826591,27.155065,LOW
7,14,22.0114,80.2107,0.175168,0.04164,0.048973,0.177457,0.185115,0.369117,0.192346,0.367297,0.202941,0.13771,0.092385,0.387011,0.189112,0.483142,2.046464,0.393023,-0.371242,11.185107,LOW
8,14,22.0114,80.2108,0.174525,0.215619,0.256562,0.164905,0.136354,0.424079,0.142108,0.40054,0.155259,0.256021,0.082028,0.486919,0.093812,0.411706,5.190384,0.725753,-0.49402,26.259081,LOW
9,14,22.0114,80.2109,0.234794,0.020887,0.321834,0.244669,0.045094,0.114064,0.082379,0.229426,0.458428,0.098916,0.191594,0.404705,0.43897,1.066436,0.921943,0.67147,-0.246447,9.906918,LOW
10,14,22.0114,80.211,0.184748,0.230909,0.319152,0.255465,0.250276,0.188797,0.401549,0.463758,0.493365,0.135514,0.106617,0.042346,0.264485,0.550857,0.160107,1.872748,0.715618,10.680282,LOW
11,14,22.0114,80.2111,0.239598,0.27298,0.21439,0.34175,0.313623,0.352827,0.372031,0.355722,0.40081,0.134071,0.047524,0.498284,0.483099,0.960723,1.031432,0.56669,-0.186343,9.784876,LOW
12,14,22.0114,80.2112,0.16566,0.07877,0.089987,0.041475,0.031286,0.377547,0.075565,0.18719,0.192636,0.053422,0.183708,0.174395,0.083859,0.221566,2.079635,0.509042,-0.615742,9.711434,LOW
13,14,22.0114,80.2113,0.155105,0.155282,0.022819,0.337514,0.361388,0.198638,0.415038,0.438725,0.128872,0.087044,0.153887,0.314007,0.327708,0.769306,0.958193,0.561515,0.036079,9.222614,LOW
14,14,22.0114,80.2114,0.085372,0.221427,0.199529,0.091475,0.088084,0.204728,0.384606,0.213795,0.373463,0.293918,0.138352,0.422598,0.344621,0.427862,1.22627,0.379297,-0.644118,6.180516,LOW
15,14,22.0114,80.2115,0.073083,0.104265,0.101731,0.060309,0.218212,0.077709,0.087118,0.195198,0.384592,0.121735,0.018654,0.440839,0.42654,0.308966,1.033523,0.186816,-0.759315,3.755682,LOW
16,14,22.0114,80.2116,0.142246,0.187411,0.115343,0.239737,0.04483,0.32258,0.380498,0.231056,0.074701,0.068189,0.038042,0.320094,0.223721,1.037568,1.430772,0.652942,-0.143538,12.423024,LOW
17,14,22.0114,80.2117,0.033583,0.028352,0.239487,0.099904,0.303635,0.088993,0.305697,0.435435,0.290525,0.067881,0.178745,0.493727,0.178085,0.229434,2.77242,0.505187,-0.663415,12.837952,LOW
18,14,22.0114,80.2118,0.058706,0.110001,0.06056,0.234477,0.347465,0.279094,0.153524,0.410911,0.249548,0.197376,0.014152,0.333692,0.375205,0.570628,0.889359,0.416192,-0.174621,6.85363,LOW
19,14,22.0114,80.2119,0.182925,0.102232,0.218607,0.168414,0.104803,0.3262,0.211126,0.320865,0.268089,0.13918,0.066069,0.463366,0.158218,0.524877,2.928656,0.622636,-0.466858,15.939679,LOW
20,14,22.0114,80.212,0.176173,0.20763,0.266284,0.340991,0.278702,0.247153,0.326939,0.530813,0.29354,0.029414,0.067454,0.075613,0.210617,0.642395,0.359008,2.121633,0.637003,12.575767,LOW
21,14,22.0114,80.2121,0.026519,0.194954,0.031366,0.273921,0.268287,0.198679,0.039357,0.366122,0.290173,0.208025,0.193844,0.496593,0.157393,0.748169,3.155118,0.46681,-0.288991,18.11904,LOW
22,14,22.0114,80.2122,0.057528,0.211292,0.204985,0.169146,0.379483,0.120266,0.131697,0.243862,0.291841,0.195195,0.044951,0.255744,0.31696,0.693615,0.806866,0.653272,-0.203812,7.693967,LOW
23,14,22.0114,80.2123,0.1621,0.265829,0.258129,0.241607,0.24223,0.374464,0.239392,0.455842,0.307986,0.277967,0.069004,0.200526,0.390216,0.530024,0.513884,0.845947,0.092917,7.082538,LOW
24,14,22.0114,80.2124,0.11376,0.282038,0.162946,0.035224,0.198834,0.335605,0.081011,0.354787,0.085348,0.112003,0.142857,0.466748,0.306798,0.099283,1.521351,0.256184,-0.859656,4.963946,LOW
25,14,22.0114,80.2125,0.155462,0.049128,0.119488,0.192474,0.087869,0.208753,0.371122,0.442439,0.249756,0.211657,0.055173,0.251548,0.138619,0.43503,1.814672,0.799563,-0.133041,11.888603,LOW
26,14,22.0114,80.2126,0.049601,0.198557,0.071643,0.290179,0.085144,0.226151,0.093097,0.379868,0.352484,0.033413,0.058765,0.072701,0.381663,0.763894,0.190486,0.796325,0.599309,8.091327,LOW
27,14,22.0114,80.2127,0.218372,0.115193,0.335281,0.186572,0.082442,0.307781,0.05631,0.494152,0.333322,0.174905,0.195212,0.368334,0.401207,0.377559,0.918066,0.678134,-0.327556,6.423384,LOW
28,14,22.0114,80.2128,0.079555,0.108979,0.154401,0.159128,0.028162,0.121414,0.392414,0.522506,0.419601,0.256559,0.146288,0.074517,0.271982,0.304549,0.273977,0.904851,0.362136,5.925244,LOW
29,14,22.0114,80.2129,0.106113,0.251436,0.084449,0.104669,0.235154,0.063865,0.084259,0.535366,0.220979,0.055995,0.030634,0.446952,0.369792,0.19551,1.208657,0.231551,-0.620503,4.619274,LOW
30,14,22.0114,80.213,0.123355,0.16808,0.036764,0.171876,0.346032,0.077681,0.360924,0.432286,0.287837,0.291868,0.153551,0.495393,0.310354,0.397598,1.596219,0.25894,-0.484838,7.896197,LOW
31,14,22.0114,80.2131,0.156351,0.14411,0.097399,0.27743,0.33784,0.377726,0.264476,0.490898,0.0592,0.162,0.022544,0.335156,0.330999,0.565149,1.012558,0.562675,-0.094233,8.115719,LOW
32,14,22.0114,80.2132,0.245519,0.073797,0.293379,0.255462,0.121512,0.37925,0.228911,0.18101,0.199693,0.055004,0.027811,0.487251,0.250992,1.411314,1.9413,0.743442,-0.312085,16.328209,LOW
33,14,22.0114,80.2133,0.068169,0.227254,0.081129,0.064174,0.201939,0.213654,0.230727,0.452429,0.324367,0.17526,0.135528,0.463904,0.447024,0.141844,1.037762,0.159511,-0.756952,2.913348,LOW
34,14,22.0114,80.2134,0.057349,0.262925,0.241342,0.128004,0.34899,0.058733,0.376238,0.515548,0.416048,0.0845,0.088044,0.229149,0.032818,0.248286,6.982449,1.409897,-0.283199,36.700935,MEDIUM
35,14,22.0114,80.2135,0.053427,0.206721,0.322478,0.150678,0.082148,0.371085,0.405067,0.257587,0.215771,0.214435,0.195274,0.083565,0.18817,0.58496,0.444094,1.741238,0.286508,10.419121,LOW
36,14,22.0114,80.2136,0.198189,0.22191,0.146915,0.154507,0.193905,0.315458,0.27124,0.117765,0.261588,0.086596,0.136845,0.487402,0.426547,1.311994,1.142668,0.329801,-0.518602,10.174698,LOW
37,14,22.0114,80.2137,0.107965,0.050659,0.194956,0.337531,0.176832,0.308209,0.37775,0.15707,0.081346,0.289985,0.03928,0.10253,0.067287,2.148919,1.523766,3.135657,0.53402,27.96033,LOW
38,14,22.0114,80.2138,0.233202,0.108565,0.071266,0.28724,0.375242,0.33062,0.422156,0.271995,0.059928,0.236906,0.091079,0.497171,0.12782,1.056051,3.889631,0.573618,-0.267629,23.411273,LOW
39,14,22.0114,80.2139,0.035309,0.151294,0.095296,0.106097,0.264749,0.314027,0.377951,0.091533,0.063253,0.26029,0.131145,0.258473,0.128686,1.15911,2.008554,0.520181,-0.41796,14.430743,LOW
0,15,22.0115,80.21,0.142258,0.238758,0.147581,0.231799,0.305264,0.066148,0.26846,0.421135,0.1346,0.175984,0.120405,0.235978,0.089824,0.550415,2.627101,1.16445,-0.008933,17.771934,LOW
1,15,22.0115,80.2101,0.194164,0.047473,0.24534,0.098464,0.364547,0.166205,0.058098,0.156767,0.069052,0.276492,0.175857,0.298022,0.097053,0.628087,3.070716,0.870225,-0.503318,17.75104,LOW
2,15,22.0115,80.2102,0.13663,0.078017,0.180141,0.166003,0.126819,0.189844,0.126867,0.07647,0.227849,0.056966,0.171714,0.330927,0.149011,2.170825,2.220822,0.721226,-0.331886,21.072285,LOW
3,15,22.0115,80.2103,0.113518,0.286476,0.300317,0.21509,0.052019,0.409731,0.176121,0.27418,0.140819,0.082807,0.133743,0.074978,0.433037,0.784487,0.173145,1.014552,0.483031,8.425504,LOW
4,15,22.0115,80.2104,0.206649,0.060013,0.266763,0.155826,0.349552,0.12307,0.04196,0.217219,0.080175,0.097611,0.093617,0.026748,0.102487,0.717367,0.260993,3.269932,0.706987,16.278724,LOW
5,15,22.0115,80.2105,0.137094,0.225097,0.207402,0.182846,0.25173,0.291157,0.239612,0.061089,0.169335,0.212903,0.078185,0.191074,0.257598,2.993122,0.741752,0.869785,-0.022005,19.42458,LOW
6,15,22.0115,80.2106,0.228503,0.134877,0.163176,0.192003,0.266846,0.022986,0.124661,0.267684,0.273842,0.083653,0.083177,0.385528,0.069579,0.717273,5.540866,0.78043,-0.335091,30.005714,MEDIUM
7,15,22.0115,80.2107,0.074879,0.265465,0.20448,0.063056,0.156152,0.160966,0.199617,0.142289,0.225882,0.131341,0.184469,0.331541,0.239819,0.443155,1.382461,0.468244,-0.680402,7.149923,LOW
8,15,22.0115,80.2108,0.157645,0.039174,0.163311,0.10735,0.337276,0.195109,0.102392,0.087721,0.42109,0.197797,0.039888,0.430363,0.200292,1.223771,2.148675,0.429175,-0.600716,14.535258,LOW
9,15,22.0115,80.2109,0.16593,0.226183,0.174242,0.209213,0.346391,0.245775,0.220103,0.078191,0.123938,0.046637,0.123739,0.437191,0.203116,2.675679,2.152423,0.598861,-0.352687,22.672433,LOW
10,15,22.0115,80.211,0.22864,0.285997,0.120521,0.218045,0.277927,0.442982,0.150631,0.366972,0.043685,0.108185,0.085684,0.249733,0.186436,0.594175,1.339515,0.776228,-0.067741,10.537041,LOW
11,15,22.0115,80.2111,0.041449,0.216258,0.076453,0.328979,0.174088,0.026536,0.2493,0.442028,0.327748,0.183454,0.142382,0.196139,0.06038,0.744249,3.248427,1.580512,0.25297,23.717789,LOW
12,15,22.0115,80.2112,0.205316,0.121875,0.338203,0.03137,0.105889,0.29125,0.095287,0.101132,0.445767,0.21257,0.036799,0.468194,0.38838,0.310184,1.205504,0.431455,-0.874412,4.973628,LOW
13,15,22.0115,80.2113,0.177203,0.290785,0.035608,0.324216,0.340445,0.419217,0.429096,0.398445,0.169301,0.057607,0.192995,0.106763,0.371212,0.813704,0.287607,0.752811,0.504556,8.348247,LOW
14,15,22.0115,80.2114,0.21794,0.244709,0.036732,0.066059,0.053824,0.336987,0.208737,0.372207,0.177659,0.213069,0.181829,0.129933,0.139844,0.17748,0.929127,0.381024,-0.3259,4.612192,LOW
15,15,22.0115,80.2115,0.160037,0.209957,0.056081,0.261885,0.215288,0.180047,0.056578,0.316546,0.305084,0.155795,0.075803,0.425269,0.136832,0.827322,3.107968,0.565674,-0.237769,18.738708,LOW
16,15,22.0115,80.2116,0.124368,0.094935,0.151888,0.16262,0.193917,0.336407,0.199519,0.31506,0.062507,0.241572,0.050671,0.296504,0.289465,0.516157,1.024316,0.536731,-0.291607,7.242413,LOW
17,15,22.0115,80.2117,0.203155,0.230918,0.188162,0.34789,0.03109,0.326413,0.078601,0.397865,0.299404,0.198736,0.047699,0.117378,0.487795,0.874393,0.240629,0.885783,0.49544,8.800032,LOW
18,15,22.0115,80.2118,0.085362,0.273822,0.120789,0.086901,0.086535,0.166776,0.276257,0.141499,0.469721,0.225076,0.168536,0.274572,0.026938,0.614144,10.192858,0.688831,-0.519185,50.488169,MEDIUM
19,15,22.0115,80.2119,0.032746,0.198841,0.265423,0.036491,0.265688,0.136547,0.101371,0.177914,0.343554,0.038094,0.038271,0.059754,0.178252,0.205102,0.335223,1.268507,-0.241713,4.99461,LOW
20,15,22.0115,80.212,0.192492,0.127389,0.138851,0.20566,0.308154,0.2913,0.403336,0.288634,0.193378,0.200356,0.063211,0.164546,0.195655,0.71253,0.841001,0.956444,0.111058,9.876281,LOW
21,15,22.0115,80.2121,0.206846,0.294461,0.060533,0.26758,0.244452,0.331344,0.03326,0.400529,0.120011,0.072206,0.116851,0.105032,0.386138,0.668066,0.272006,0.668023,0.436239,7.112705,LOW
22,15,22.0115,80.2122,0.210596,0.03642,0.161362,0.290681,0.321475,0.173466,0.255073,0.151395,0.251416,0.233008,0.160778,0.210577,0.07445,1.920011,2.828426,1.585963,0.159806,26.989704,LOW
23,15,22.0115,80.2123,0.122968,0.110099,0.166664,0.320127,0.086834,0.400419,0.165732,0.135038,0.325947,0.050498,0.163458,0.27705,0.216384,2.370636,1.280362,0.986536,0.072134,19.690718,LOW
24,15,22.0115,80.2124,0.188515,0.289398,0.187986,0.251852,0.022132,0.267902,0.138973,0.294384,0.033739,0.211497,0.150766,0.260886,0.481001,0.855522,0.542382,0.592863,-0.01762,7.606118,LOW
25,15,22.0115,80.2125,0.184138,0.193384,0.118287,0.348269,0.095939,0.201556,0.412695,0.233584,0.35241,0.295666,0.125809,0.30015,0.058443,1.49098,5.135773,1.301071,0.074209,34.644457,MEDIUM
